x,y
1.470887387,-7.944098145
4.481530658,-4.681280519
3.22617222,-3.36064311
4.05007599,4.896127698
-2.059064226,5.090557344
-4.961250427,2.985704616
2.844479895,4.077625825
0.762790005,-8.397584023
7.910035594,0.943890777
1.780777797,-1.841729923
3.597931805,-4.4030076
4.214933838,4.812994253
-6.707200333,-4.638495758
-3.961057905,7.632368009
5.864159673,3.076946789
8.418646529,0.609675633
0.69767467,-7.838265072
-1.315381984,5.039931454
1.345137376,-1.455807761
-5.291092156,-4.018951469
4.069700491,-8.695987922
-0.837411534,0.685836437
-2.901373625,-4.97302573
1.55001929,-9.892386284
3.509491529,-7.211490227
7.65486878,1.809947413
0.915985968,-3.541156223
-3.681452809,-4.420048024
2.223541938,-4.930473795
-5.890567107,7.733022916
3.953252732,-3.58087944
6.645390558,-6.582024678
1.872365281,-1.828623144
10.84047884,-0.695263082
6.432925619,-4.017173457
-5.717463878,4.067520536
-0.53387656,-5.801506804
9.814472434,3.53285812
-5.322520429,1.930759812
2.776009785,-4.981578648
2.163037353,-3.135032425
2.004229455,0.207078846
-5.69585275,-6.156170284
-4.70845569,-2.048641253
-2.795511699,1.487761738
-6.05420563,-3.881512869
3.886051895,3.967909458
4.616942716,-4.185499534
-8.038940812,5.378205195
8.861351709,3.039865995
-0.377055459,0.118930854
2.950691839,-2.656222738
0.898165829,-6.013957467
1.215858985,-8.592438685
-2.876549595,-3.737148838
-6.001272862,7.719406137
-0.666368732,0.321585493
-8.067577799,3.593273353
9.131035875,4.712621382
3.41481661,4.643821417
4.81813912,-8.763062158
-1.566973435,-3.263701852
-7.985955461,-0.362740701
0.694864043,-1.486603869
6.607562096,4.052134137
2.019681315,-4.683514463
1.090158132,-5.917085753
9.919655061,0.372491475
1.990101952,-5.093296877
7.797555431,0.510015059
3.403286537,4.659062101
10.42106791,0.72239638
2.933460168,-4.374640952
-1.081760562,6.097579333
3.38601764,3.407346604
-0.961299106,-2.407472143
-5.20081538,-3.866584012
4.584060264,-4.196930669
1.793940299,-4.820901024
-8.343060773,3.640072216
6.712914682,-5.543176025
2.512223997,2.848339025
1.449745129,-0.233986129
5.698112522,-4.682856805
-1.900518595,8.356079236
0.323738819,-5.993792183
-4.558598747,9.762808476
-5.093265841,-5.044970503
5.393971328,2.159742807
3.181778509,-2.913721847
7.655785943,1.803465398
-5.084304946,4.281218491
6.410401918,-0.127683161
5.424214799,-3.463596317
-7.928123768,-4.665423016
-9.01654297,0.389486542
-0.512010073,-8.879509833
-8.600898749,-0.502153015
0.535223136,-8.000068186
-3.570561872,-2.570974637
1.159282785,-3.197802666
5.195464298,-3.908676615
0.050949727,-4.051424668
4.607509162,-10.44505226
4.955647017,-4.413996652
4.773573896,6.601420659
9.539944537,0.85418783
3.121005624,-3.623373493
-7.476920405,2.565758619
3.601563018,2.269040521
-6.402948629,5.861730409
2.266259488,-3.618780678
-1.447175121,-6.162082908
5.737847635,-7.265324945
-3.647395414,-4.883669859
1.409057894,-8.993571296
9.102890797,-0.507305915
-2.405940221,2.719669376
3.520064919,-5.603765221
3.097628781,3.598463314
1.420931296,-9.756901112
-4.2089031,-3.69443109
-5.606756229,-5.112026055
4.072649417,-4.877187523
1.925141661,-3.343620764
-7.94251965,-4.22789653
4.339430686,-0.911776836
5.707884774,-2.692090836
2.989966704,-5.789096872
1.012288629,-4.59900782
1.023568613,-8.767492407
3.646833162,-8.063547683
-2.402036586,-6.115124938
2.997301875,3.088054246
-6.732589824,0.709272765
7.517196738,4.201187498
4.566330896,-2.076894879
-2.638052085,8.163024614
5.343005127,-8.197856912
-7.398417504,-4.287812771
6.065917484,-4.520852514
-6.657166602,-4.574670981
3.181101772,-4.48234891
4.105772841,-11.30034637
3.783070128,-1.649562398
0.113437782,0.521022997
-5.074973043,-5.58435474
8.255354607,-0.476029185
-4.919110435,0.172062862
5.874670115,-4.145515902
-5.271510674,-2.059292725
-7.888334028,5.613490821
-7.984065363,-4.837693166
-2.849373814,-4.22928438
7.799243008,-1.83665733
2.981191921,-2.217542543
1.592410139,-3.693416372
2.005802192,-5.722281699
2.250470049,-6.456532398
-2.985665777,-1.652067742
4.072851279,4.50541515
5.355299115,-2.887104966
-8.23694295,-0.056089656
6.635517429,-3.90507348
-5.584850306,-3.808763347
8.685724075,2.133644518
-7.53894232,8.886770964
2.226539115,2.636309096
5.66990545,4.560020168
-4.729174586,-0.551404118
2.820659082,-4.107984865
-2.047573487,1.255718094
1.330025222,-2.995600629
0.021394513,-2.217023928
-2.65705692,2.656328057
2.734574575,-10.34310383
-7.436382185,-2.315724155
0.175262223,-6.147459457
2.396054602,2.034675562
-2.386402458,5.660730976
5.561924519,6.29352126
1.432084488,0.497426736
-3.719663789,2.614833728
-2.124529164,-5.844834758
1.10814469,2.351616068
5.360750468,-6.177681105
4.47031982,5.260990994
6.770969531,1.491128184
4.987692358,-8.075884237
3.227228469,-1.016849593
-2.611122334,-1.432833671
3.666528436,-4.164398585
-6.019860077,-0.612525438
0.096838797,-8.222794899
7.146964311,2.151705873
-1.405295956,-1.665631378
-3.053964942,2.480275564
2.978884235,-10.56178077
-1.792773677,2.473761072
2.004724802,-3.378393549
4.658079502,-3.620206234
-1.228222514,-2.832468448
-6.21874967,-6.224181637
4.634989528,-4.684748934
-5.729774884,2.702617301
7.950050848,2.881238854
-5.178268801,9.480576483
-8.466178443,-2.623550442
5.844221355,2.461319159
3.835906669,-3.372853011
0.98738087,-9.564214082
1.175658343,-1.928703277
-6.349367698,1.541935307
-1.20431905,6.137575403
-7.880623127,6.71527901
6.134019568,-3.90025162
3.616531065,-4.437533574
2.10810391,-5.700570312
1.119431699,-7.892651785
2.798976823,-5.395657849
3.590829654,4.400947277
-5.691983166,-0.08689335
4.247639309,4.307135304
-4.27872957,-6.243446941
-3.383823417,2.621683236
1.762374576,-3.515582641
0.680996691,-6.288287903
-6.758542346,3.557550107
-6.370053686,1.761740205
-5.67504925,-6.067109527
-6.18921147,-3.840534603
3.128151868,-2.939634109
2.001997116,-2.153559706
-0.942437906,-2.692283311
-5.377460805,-3.794560134
7.712604182,-7.131103463
-3.050447805,-3.683958882
8.758427095,2.973855826
5.2431319,6.41793609
-4.174031391,4.378049911
7.463754545,5.092699686
-3.554007091,-3.243553422
7.166508125,-8.099937015
2.246232505,-4.523005408
-3.933561108,-5.153131274
-8.765171658,6.233214854
2.411047503,4.255906382
-2.137222936,3.408746512
5.70676707,5.867501789
4.099991695,-4.969466038
4.442044113,-8.282184417
-5.442870265,-8.151067338
3.696150256,3.414245205
-2.466168068,-4.839497069
-3.785357578,-3.823312725
0.456902551,-1.157140173
1.996186083,-6.888724801
5.254721133,-2.378905709
-3.07243202,-3.831883863
-7.363886568,-0.900650799
-3.709475404,-6.530612589
-6.924675389,-4.698126113
5.919468434,1.320570655
4.280807828,5.022095893
4.457468075,-8.306860027
-7.86376577,-0.928493607
7.42430029,-1.597120255
-7.143453674,-4.648193414
3.239224299,-2.46902689
9.674603709,-0.156544826
8.739963115,-3.454930498
3.847543025,2.972815423
2.359575393,-11.35065775
2.714629503,-3.983193367
-3.759194089,4.061231718
4.372138065,1.861928206
1.458165887,-3.509755783
-6.772173826,-1.655532311
1.046898925,-6.230884415
0.938907325,4.35307984
3.181675213,-1.343872079
5.661936615,4.347909022
-2.608659029,2.671160358
6.434151051,2.940241315
2.295580086,-5.875156883
-1.283785411,-3.694715697
3.546575585,-5.602306718
5.957136897,4.709608359
-3.226028247,4.901441491
7.117784858,1.304110336
-5.731336444,-2.210763438
2.70048262,-1.76893601
3.324465753,1.94516709
4.849361936,-7.892507855
4.079950016,-3.159700362
0.873854203,-5.593469886
-0.545788375,-5.314100855
-8.076535952,-0.50747859
1.73943901,-6.110364107
-6.688653943,5.161020061
1.363453202,-1.420741768
6.66618469,-1.763751601
9.345277036,-1.309011806
-3.042148423,-1.64864236
-8.103848438,0.470801571
4.861717744,3.516556687
4.12194793,-4.261265683
6.259975195,-4.673662313
3.897453364,-4.224495886
-6.156915319,-0.875916796
3.174945359,-8.116040396
-4.336955648,-7.015343968
3.876952028,6.381909663
5.362850006,3.583821851
-4.526246706,-9.637585747
1.530167498,-9.907636846
-4.295929348,-2.38069376
-5.243088456,-0.396112383
-3.632918022,1.111342716
-7.481169202,-1.07092316
6.620001213,1.077973405
0.545887216,-3.511300626
2.550624866,-6.103044483
3.707234763,-5.741948468
2.721232765,1.781280728
6.083912852,2.338265362
4.183309079,-2.604748408
-6.481946652,-0.254971062
7.126200355,4.995423669
-8.179964884,0.588005001
-6.154280858,-1.093602477
-0.374865277,-2.706750905
5.021368086,0.234266353
4.548192643,-7.663372376
5.742715565,-1.623299236
1.535599441,0.506312856
0.417307523,0.804564705
-8.142885738,7.612288089
3.894657389,-5.260004524
-0.712109492,2.241703107
5.452456385,0.548903404
-0.343651934,-1.677705071
-0.496028739,-0.480863998
4.712298774,-4.661237371
-6.579054646,-5.814538461
-1.901727553,4.288440919
1.464404549,-1.273188799
4.474750392,0.593167013
6.691263645,-4.350607416
2.158420747,-6.572443268
-1.223128641,-2.854674092
0.867187318,-4.525246452
-8.917157421,0.581429419
4.987308493,3.649727894
0.754456498,-2.808347372
2.961992081,-5.242340794
-6.571690766,-0.393012955
2.549680441,-3.885352004
-7.44508947,3.852078133
-8.584924102,7.113919088
-6.417420672,3.531683505
-2.282214591,0.680098387
1.333427683,-2.241318975
-1.030719634,-8.704578523
4.695997329,5.57262525
-1.280003564,5.213790069
-1.171723574,-8.93481524
-5.914226468,3.870922425
-4.247849494,0.94683587
5.991847514,1.111838374
3.642783832,-5.012523944
0.678307996,1.221668983
7.923416336,-2.785597601
3.840284497,2.438697063
-7.178702442,-5.042936871
4.322834284,-11.11523599
-0.307963711,-2.984835678
-7.877717555,-5.1113428
6.278331944,-3.145060375
4.819163775,5.555456217
2.112541155,-4.592649291
6.503841892,-3.928534051
-5.710648252,9.567146258
-4.715933422,6.330626563
0.094157709,-3.781299708
0.083073303,0.762617433
3.018005351,-4.460430536
-4.760362951,-2.453975968
6.542531568,4.609422121
4.126451791,-4.133184432
-3.607401682,7.445681281
-6.660034005,2.239981621
5.781635988,-2.596967031
-1.53979761,1.689197916
-4.515643754,6.172955384
-6.564103491,-5.7802042
0.445839333,0.561686917
-7.142694037,7.52501161
1.813773539,-9.099102043
-0.958115844,-1.214827448
-6.711949877,-0.793207425
-6.301331762,-5.451661956
3.836678794,3.318367097
4.380336589,-1.994493884
6.366571821,-2.922251358
-8.19443585,0.320057403
-6.890771315,7.608674301
7.251666476,-6.203931356
-3.024457789,-5.199354778
-5.498965706,-3.10680176
-6.816909152,-6.394293215
-6.106991375,-3.265920515
-7.237167075,-0.13176127
-6.934531324,-1.748690709
5.049105221,-4.12300625
-4.827858065,-6.254313092
-5.865690614,5.723093068
1.709850582,-9.797696918
-7.781661684,6.297245753
-0.816642353,-5.977446363
-2.141959778,1.642341786
2.063023969,-4.68082581
9.414867883,-1.606052608
3.651480411,-6.67060898
-5.198121005,7.815036725
3.906508436,-4.279926862
4.625865376,-0.339639339
8.69579502,-5.529884109
0.712981041,-5.626508351
5.62981598,-2.655183576
1.498710276,-1.783965268
-1.557700317,0.079438814
2.312717334,-8.514543073
3.555065057,-3.753570617
7.840493758,-5.050659592
1.355532241,-8.170870503
5.469624137,1.434299168
6.529627861,-3.836540493
3.659632586,2.728381003
2.864485553,-1.195755195
-7.477828302,7.630996899
4.474729542,0.56914964
-0.751364556,-3.128041309
5.238910054,-3.818785156
-1.169431176,-0.883819215
6.088627298,-5.579541839
4.219301787,-3.055181133
-6.744268267,8.121020062
-1.563967929,9.405251334
5.508858164,-4.402902096
4.51654472,-1.459208413
-6.952174712,-0.694541596
2.892582111,-5.883087826
-6.732847141,-7.408315395
3.034145755,-2.872658667
3.618492874,-2.574657351
5.615601639,-5.681738623
7.923994405,-8.133839067
-7.40049829,1.048495223
4.609101706,4.757430805
-4.356223804,8.291074309
3.27691967,-0.809525768
3.015760273,-6.869863518
-8.225323555,-5.914184547
-7.26250619,-2.647291123
-1.56540205,1.418026895
-0.273405038,1.064686829
-2.10688131,1.550065151
-7.176348754,0.280518549
-2.936947918,3.888426464
-3.961424507,-7.089833811
-2.084361229,9.470934104
0.784073177,1.041628746
1.925035081,-5.045110761
-7.652492446,-5.0276177
-10.36061708,1.204574356
7.711692033,4.150226621
0.580437602,-6.061565821
9.267868379,1.03357742
-2.257358992,1.246907109
3.299404905,4.388081357
-9.571379086,0.748135843
3.655193351,4.720777476
-4.140600498,-2.638634982
-1.500700915,4.790982986
0.451835582,0.261720459
6.543701598,-3.027482629
4.036019127,5.205361273
-5.329798822,-2.873225485
1.257572705,-7.623275321
7.12225827,1.403746645
-5.415847395,-3.144164519
-5.343890754,11.09353714
-2.736871293,-4.289970274
2.947459613,-4.039748739
-2.374779389,-4.025360685
1.127052338,0.714402979
10.0588014,2.893057018
-2.410369728,7.976727158
6.790168465,-1.427622869
3.885553272,-5.688922947
3.088859821,-9.69260655
-4.11543747,-7.62218386
1.909820129,-2.401065475
-1.747821078,4.277021805
6.449379793,-4.343068185
6.482580971,4.439978699
6.067261406,-3.522088471
-1.601454402,-6.676783937
8.209920926,5.240367718
-3.023275723,8.89705833
-2.525064353,4.675272874
-6.045557821,-1.468713867
-1.486788478,0.382513175
-2.848670891,-3.011717386
1.474291116,-3.279971071
5.001080895,-3.172084642
1.987608155,-3.190211148
3.731263578,-4.462885285
-3.158646433,-0.593049546
-3.302641665,-8.024117651
8.85715392,-2.831626841
4.053521975,-5.594634371
-5.857525012,-2.913731041
2.595299971,-3.42544431
-1.70418376,-3.556221222
3.698843737,-3.818033455
-7.163505884,1.472671266
3.696244065,4.477172578
-3.094768683,-2.474601353
4.716924283,-10.18766042
1.99683174,3.416337699
8.929782953,0.480359279
4.220570351,0.224886738
1.663463623,-4.95573837
-3.778083203,-4.258284964
-2.524538216,4.721783008
-4.035553338,4.621182244
5.494684277,-5.292320994
3.575284634,-6.660023094
5.594438845,-3.236706922
-4.26243522,4.003364386
2.161453224,-3.023252745
3.69376817,-6.171636877
8.383841667,-5.28626515
3.625389413,-2.677048487
0.60585149,-1.716924832
-4.733073932,-2.118460836
-4.262683983,-0.751455256
-1.229815202,2.208429387
1.800703127,-1.75195649
-8.084820931,5.058295744
-6.794012459,-0.470880629
3.905569464,-9.563606815
7.248829512,-2.027990243
-0.237539209,-4.639863314
1.032314151,2.798745862
3.263913904,-7.857891328
6.196771363,-5.432049875
-3.976435683,-0.421147889
5.724403307,-0.737894336
1.049655466,-2.426510501
5.535569642,5.00248429
5.57812431,1.017548749
-6.218246017,6.293954409
5.436726994,4.743228832
3.421237227,-4.776568643
-3.290685662,-3.78472796
5.194003008,-5.724823762
-4.779620591,5.701518523
0.161516302,-6.178987578
0.658433852,-2.774839924
6.970825419,-3.88913669
7.185978886,-2.474178419
-0.364309761,0.752289915
6.528139843,2.85202944
-5.082887265,-8.389039199
0.971678342,-3.06094529
1.253124245,-4.895968499
2.395797707,-8.164398944
-2.035674378,1.480315811
2.766118631,-2.06356567
-8.708858254,6.422841292
-5.470663957,-5.849618136
7.064427452,-4.49259708
9.742401361,-4.215893899
-2.527455834,-3.594159329
-7.158980327,7.194940749
9.661699851,1.943089928
7.144179066,-5.615523145
-1.766267421,-4.508951137
6.336422197,5.274172387
3.493988103,-8.44072239
-3.61380225,9.407671083
-5.120372179,-0.812634976
-8.85227335,3.858515711
2.699189152,-5.377320798
-4.386119328,3.044225758
0.820902119,-5.430747247
4.729098861,-5.426752071
-4.407531302,-8.013790688
5.080534424,-0.439349328
-5.252687023,-0.712335436
3.40079303,2.040023865
-5.89692844,9.679373144
-0.967374326,-0.57778937
-0.613153096,-3.056092251
5.44268885,-5.896050263
2.465722193,-5.03399399
6.863418372,-4.574410731
-0.551226998,1.614041841
3.443199468,-3.806265864
-1.80153339,-4.426098788
9.010388651,2.268780023
-4.617712995,-2.434274723
3.797194163,-2.096630839
1.570162097,-5.618408099
7.548574024,-4.896800133
2.804075485,3.336752152
-6.516719118,8.50590753
3.341715315,-6.112031005
8.568259672,-5.444688541
2.300031553,-1.349653102
4.417644602,-5.132305193
-3.649540761,3.465781866
-2.440202563,-2.786962256
2.372689281,-4.301951517
-2.24032797,4.987659216
-0.632858877,-1.423651041
-4.780805109,-3.19443573
2.876240546,-3.688372381
0.881033591,-3.875760688
2.656446921,-7.259022108
5.518723409,4.953821595
7.641091055,3.000236069
-7.51908316,-0.61405965
1.011564063,-6.216310945
3.36654597,2.489021348
-6.881784161,-0.798176648
0.722279027,-3.908802099
-6.623619061,6.342834784
9.05258209,-3.448977479
3.397255831,-2.209356823
-1.356916336,0.40825614
1.150048415,-0.11932562
2.76531248,-1.054141089
-3.516098947,-1.392263702
4.537009726,1.724149423
-8.972890913,1.682641941
1.365950157,-4.583633141
3.922585045,-6.657196844
6.20406133,2.866558204
6.029965755,-8.366298571
6.005877275,-7.687795633
-7.926635533,-1.73763966
-3.286599824,5.594500567
-5.742039506,3.716031415
-5.335172646,-3.578740958
-5.997978656,1.952920391
2.864489641,-6.24791712
4.96312628,-7.156929563
-7.877308889,3.65855791
-5.40453063,-3.66624459
-5.745450128,-8.146441075
3.486479617,-6.6940935
-1.573624825,-2.784223258
4.706401651,1.44784534
-9.515982386,6.786459587
-0.409795702,0.238208617
-1.086524615,-0.463555558
-2.379116736,-2.929642802
-0.299550414,-2.862424831
1.600829618,-0.633303445
-5.188492085,5.691314335
-2.594591816,-8.615073038
-7.499406427,8.538811997
-9.074634713,5.290471858
-3.27703367,-8.237493205
-5.653810979,-3.713760482
8.1740778,2.182670747
4.230803605,4.093682199
-2.632186886,1.060698403
7.220004076,2.602945467
-7.950406382,-2.062320632
8.083391259,4.159059454
8.50270946,-0.824223543
8.770317665,2.427317244
-1.563425175,-3.652855243
5.341620474,-3.51387651
1.452464614,-2.240941965
-6.724447672,0.671096207
-2.207608467,-4.798705182
9.571485853,1.586644343
-7.276284018,0.622016419
5.468758461,-0.420669034
-3.664099315,0.894872253
-2.932965769,-6.378007773
4.854617687,-2.995792401
-5.678488975,-1.776944723
1.669359545,-6.916753041
6.009820396,-10.02505727
-7.16577931,4.934492942
-1.317977462,-3.157201119
5.841941323,-6.644401816
-6.955943387,9.452419849
-4.797780277,3.620552182
-5.984334654,9.833742845
-4.291977239,-0.05993772
-6.852845793,5.575593158
-3.744076772,6.800082383
5.167055359,-9.463521566
2.57617904,-3.537194508
3.790838428,-4.210573762
-6.175778344,-0.762867656
5.187044022,-7.361158186
10.69911888,-7.86822986
9.448280625,1.072330543
2.753515309,-6.11500676
10.38816747,2.994320111
-4.97795007,-3.213935559
7.470488073,0.977026469
6.945715614,4.539435209
-6.135356082,-2.026391046
-7.074141131,0.156300792
6.867920993,3.704825203
0.906730828,-5.278595777
-2.099310307,-6.146261665
4.591885473,-5.052106302
-6.617769342,-1.847347618
-3.506398208,-2.828436281
7.282554154,-2.879095716
2.652593073,-5.778179281
6.108488414,3.246057051
-5.165330396,-1.420644355
2.04421637,-3.559540453
7.2167306,2.040300353
4.74205798,3.812127211
3.677946243,0.75539768
-7.662525284,-0.972839452
7.899012753,4.331453671
5.447020347,1.836214121
-3.766420205,-7.454848376
-1.479676378,4.587890817
5.63081229,-0.436939185
-4.147606149,6.537372691
2.652724326,-4.56593065
7.261100835,3.361285064
2.839680696,-9.715344865
-10.07396501,7.263533191
1.077601954,-2.897387107
-4.020219594,10.28259888
0.458693975,-1.802825492
1.071223729,-1.564056667
3.176507077,1.564768917
-4.473100786,6.584792498
3.883472258,-6.948755031
8.330723782,-6.310320444
5.915902287,2.145173945
2.758525405,-4.313853529
-3.889431278,-3.615412134
1.561088251,2.744877037
0.607033294,1.158565092
6.001969173,-4.916439778
1.376753851,-2.159214139
6.983681992,-2.990970499
0.959512093,-2.078260871
4.291695478,-3.302206462
-2.305101521,-2.798339506
5.122851307,0.278357459
-6.392701205,-5.33091578
-8.89607055,5.208005917
-2.081681152,0.876538675
6.488406599,-9.354863298
-2.462644137,2.406242687
5.051077322,4.191372696
-2.679726372,8.530645382
6.090768249,4.434814181
-8.227137388,-6.934653272
5.680477934,2.824545337
8.445806962,-5.773281129
2.910653824,-5.622856118
5.858621748,-10.0936935
7.870953397,4.213430205
-5.303253022,6.840842724
2.970501212,-4.521232435
5.009381265,-5.139512699
-3.31074992,9.183314105
4.909031614,5.324747081
3.538268197,-7.878204803
-3.611325493,-5.422212739
5.850615801,3.590952792
0.252822954,-0.617888135
0.655305444,-1.158454894
4.404257333,-4.563052528
3.118356409,-6.239468337
-3.849912489,-2.277106323
8.132802242,3.038051324
0.344439586,-8.832347488
-0.687800332,6.57530268
3.188342027,-2.36926699
5.678502415,-5.103674945
5.215940063,-3.429609039
2.569923272,2.992141883
-3.839409976,-5.025052198
-5.332908122,-4.799293094
2.574295489,-2.920957001
7.319373683,-1.088586969
-2.879367063,7.099133092
5.524205246,-1.618584078
0.006363308,-5.617198997
-2.150757721,-2.472187443
4.122112078,-10.1113158
0.99952146,-10.61481928
1.760579152,-8.720979143
-4.654998886,-2.451325615
7.289513615,-6.914854154
-5.580831858,7.146733885
-3.718716405,-2.527679921
0.316281509,-3.009205752
6.213013126,-3.402975371
3.242434463,2.502651264
-4.168241276,-7.924037042
7.101830753,-7.365183588
8.927162765,-7.557365701
-0.488312313,-3.921696814
-3.684096327,-8.071645279
1.816709005,-4.603723689
3.7939447,-2.112878317
5.349490218,-4.47006303
-7.479093195,7.325020777
7.188769496,-4.378415532
-0.250146082,-1.169901227
5.036301111,3.929848084
9.33623903,1.239704005
5.733247835,5.717925259
-6.134630624,3.731564072
-8.052451635,1.140392651
4.867220038,7.367523402
1.02340407,-8.001230263
4.518566173,-4.604629872
-7.396130929,7.979683409
4.345010076,-9.164840829
-2.979677754,1.428170359
7.810682356,2.783033578
1.786502428,-2.315321905
-5.019790035,3.541185773
3.683138715,-7.159708922
7.548080838,4.083007973
-5.167206086,8.889399514
7.528535407,5.090350408
-2.144306646,6.258576895
3.941121059,-0.688208337
6.673104773,2.213964425
-8.969714095,-6.588154644
4.254778127,-1.219570928
4.176873702,-2.842939355
2.846306264,-5.7890936
-1.858337395,-2.918497179
-2.261687559,-2.120350467
2.814365157,-3.920057612
-5.769254733,10.00875373
-4.347169516,-7.677934492
5.469919682,-3.616283393
-2.509455615,-5.472667196
-6.034382427,11.16800906
0.984147299,-9.456223631
-0.381046055,2.386861266
2.130734698,-0.270353679
7.714952086,1.002693989
-2.545665875,-4.803047224
7.719371065,2.830862272
-5.012355962,-4.495353093
1.551008311,-1.502129437
-6.127663923,7.051605266
4.584965559,3.916672181
-0.902211289,-5.172058379
-0.72649835,-4.255064004
2.135904432,-10.03242941
-5.433750391,3.769322484
-5.757281813,-7.442601139
8.162918538,-3.109091683
0.922575388,-2.430711797
-3.568429792,3.689791575
5.04879618,0.608969008
-8.664801175,0.251921382
-7.197772476,4.473625291
5.738187567,-2.625828619
-7.649984027,-5.319028522
-4.116571015,5.731187501
-2.715649951,5.397143327
-0.603686369,1.735284362
-2.471335984,-5.381011064
3.657201514,-5.32876504
-6.1252337,3.492383251
2.246930796,-1.59968597
-5.021802338,0.810689587
5.178973581,4.324051434
4.526738203,-5.171922564
3.874974287,0.299593694
9.485601039,1.94534751
1.758126553,-8.791207238
2.627238286,-2.818571225
-4.737288537,-2.403949713
-2.9264362,-4.013343155
-3.254010324,-0.794458683
4.879209735,4.272340699
-4.031064577,3.396084368
-5.227264552,-4.30870429
7.422655688,-7.054517324
3.895702541,3.462959061
-1.114536543,1.698738523
8.226043116,2.567847228
7.764377146,-2.930004309
5.813430443,-5.573716037
-2.302084256,0.82592774
-2.797904231,-2.794933051
-6.795161227,-6.244345403
-4.247995882,-2.705763999
-4.824660772,5.032253879
5.735975945,-5.204960637
-6.784036101,-5.135877234
9.485777346,1.530417217
-5.396086739,5.474802382
0.911539776,2.104450162
-2.541331245,-3.755079858
4.762656795,-7.573605819
-4.483458362,-5.568713028
2.409988643,3.007530739
-1.946136709,-1.215812176
3.343878117,-2.986388191
3.010592677,0.064364166
0.420893,0.086937475
3.615398046,-4.123279475
-6.071174779,9.369451684
-5.182915992,-0.639808876
3.231314181,-9.543388873
4.984020821,2.59626962
-4.326657001,-3.519603354
7.14433283,-2.772942682
-3.639080072,9.011372874
4.694366429,3.00620793
4.643341778,3.193991839
-2.937482638,0.877184818
-2.722427332,-4.782618691
2.279392862,-3.575362132
-6.202927521,4.591532417
-5.473791124,-0.566620677
2.443364149,-3.812924662
-5.864557878,6.201255555
2.740831234,-8.587845071
4.046555415,-6.566728654
8.151059744,0.576904205
6.715319558,-2.824549068
6.628603636,-6.981331076
2.379431469,-9.355174071
-1.005136244,3.212178284
2.986523944,-0.865833647
1.868637312,-8.110978737
3.888719645,-4.395929156
5.088743341,-0.260369899
5.316832009,1.921505373
